id,thesession.org_id,album_id,track_num,title,tune_num
7488,3594,296,19,Julia Clifford's,1
7489,1693,296,19,Bill The Weaver's,2
7490,6666,296,20,Marquis Of Huntley,1
7491,-1,296,20,Skin-A-Ma-Rink,2
7492,5271,296,21,Stack Ryan's,1
7493,5412,296,22,Batt Henry's Favourite,1
7494,-1,296,22,Gan Ainm,2
7495,-1,296,23,Reagan's,1
7496,2320,296,24,The Versavienna,1
7497,-1,296,24,Gan Ainm,2
7498,-1,296,24,Gan Ainm,3
7499,6645,296,25,The Return Of Spring,1
7500,1504,296,25,The Mountain Pathway,2
7501,2580,296,26,The Flowing Tide,1
7502,6782,297,1,The Minstrel Boy,1
7503,-1,297,1,God Save Ireland,2
7504,1858,297,1,The Mountains Of Pomeroy,3
7505,3278,297,2,Andy McGann's,1
7506,718,297,2,George White's Favourite,2
7507,560,297,3,Tarbolton,1
7508,563,297,3,The Longford Collector,2
7509,570,297,3,The Sailor's Bonnet,3
7510,191,297,4,Happy To Meet And Sorry To Part,1
7511,1662,297,4,Contentment Is Wealth,2
7512,60,297,4,The Butcher's March,3
7513,177,297,5,Sean Sa Cheo,1
7514,577,297,5,"Ah, Surely",2
7515,996,297,6,The Tailor's Twist,1
7516,384,297,6,The Dublin,2
7517,3291,297,6,Thomond Bridge,3
7518,1591,297,7,The Union,1
7519,72,297,8,The Merry Blacksmith,1
7520,1619,297,8,The Limestone Rock,2
7521,2,297,9,The Bucks Of Oranmore,1
7522,-1,297,10,Cloonloughlin Lady,1
7523,1755,297,10,The Mathematician,2
7524,2430,297,11,McGovern's Favourite,1
7525,225,297,11,The Mullingar Races,2
7526,1133,297,12,Off She Goes,1
7527,1,297,12,Cooley's,2
7528,2602,297,13,The Spey In Spate,1
7529,222,297,13,The Man Of The House,2
7530,32,297,14,The Friendly Visit,1
7531,785,297,14,The Stack Of Wheat,2
7532,9071,297,14,The Gypsy,3
7533,343,297,15,The Boys Of The Lough,1
7534,303,297,15,Music In The Glen,2
7535,211,297,16,Inisheer,1
7536,-1,297,16,Gan Ainm,2
7537,-1,297,16,Kevin Mahon's,3
7538,-1,297,17,Amhran Na BhFiann,1
7539,-1,297,18,Peter Feeney's Dream,1
7540,585,297,18,The Flower Of The Flock,2
7541,1250,298,1,Mrs Crehan's,1
7542,11674,298,1,Quinn's,2
7543,1436,298,1,The Boys Of Portaferry,3
7544,861,298,2,The One That Was Lost,1
7545,926,298,2,The Hag's Purse,2
7546,1076,298,2,The Black Rogue,3
7547,2764,298,3,The Caucus,1
7548,938,298,3,The Lady On The Island,2
7549,6218,298,3,McGettrick's,3
7550,2033,298,4,Jer Quigley's,1
7551,1335,298,4,The Bunch Of Green Rushes,2
7552,1761,298,5,The Sporting Pitchfork,1
7553,620,298,5,The Diplodocus,2
7554,4171,298,5,Charlie Mulvihill's,3
7555,6275,298,6,The Parting Glass,1
7556,1385,298,6,The Duke Of Leinster,2
7557,2472,298,7,The Bush In Bloom,1
7558,3671,298,7,The Old Road To Garry,2
7559,3059,298,7,Captain Kelly's,3
7560,5699,298,8,The Mountain Ranger,1
7561,1802,298,8,The Harp And Shamrock,2
7562,3687,298,9,The Four Leafed Shamrock,1
7563,1474,298,9,The Concert,2
7564,3677,298,9,Larkin's Beehives,3
7565,521,298,10,The Pleasures Of Hope,1
7566,3314,298,10,The Palm Tree,2
7567,577,298,10,"Ah, Surely!",3
7568,1433,298,11,Castletown Connors,1
7569,57,298,11,Old John's,2
7570,4070,298,11,The Green Fields Of Woodford,3
7571,156,298,12,Sonny Brogan's,1
7572,5039,298,12,Easter Sunday,2
7573,1759,298,12,The Glentaun,3
7574,472,299,1,Reavey's,1
7575,229,299,1,Dowd's Favourite,2
7576,819,299,2,Lump Of Pudding,1
7577,192,299,2,Tommy Peoples',2
7578,207,299,3,Bunker Hill,1
7579,302,299,3,Maudabawn Chapel,2
7580,99,299,3,The Salamanca,3
7581,573,299,4,The Cuckoo's Nest,1
7582,5616,299,4,The Japanese,2
7583,67,299,5,The Monaghan,1
7584,725,299,5,Eddie Kelly's,2
7585,2999,299,6,Kathleen's Fiddle,1
7586,47,299,6,The Humours Of Westport,2
7587,1706,299,6,Coleman's Cross,3
7588,6348,299,7,The Drunken Sailor,1
7589,725,299,7,Eddie Kelly's,2
7590,594,299,7,The Jug Of Punch,3
7591,3068,299,8,Planxty Charles O'Connor,1
7592,1311,299,8,Jackson's,2
7593,1091,299,8,The Moving Cloud,3
7594,14,299,9,The Cuil Aodha,1
7595,17,299,9,The Coleraine,2
7596,816,299,9,Tom Billy's,3
7597,-1,299,10,Brian Kelly's No 1,1
7598,1347,299,10,Jenny's Wedding,2
7599,321,299,10,The Woman Of The House,3
7600,1667,299,11,Dinny O'Brien's,1
7601,887,299,11,The Copperplate,2
7602,1366,299,11,The Crib Of Perches,3
7603,9688,300,1,Cape Clear,1
7604,281,300,1,Miss Patterson's Slipper,2
7605,-1,300,1,Jackson's #1,3
7606,-1,300,1,Matt's,4
7607,-1,300,2,A Fair Maid Walking,1
7608,425,300,3,Wink And She'll Follow You,1
7609,-1,300,3,The Back Road,2
7610,-1,300,3,Left At The Bridge,3
7611,-1,300,4,The Nobleman's Wedding,1
7612,-1,300,5,Mood Vertigo,1
7613,-1,300,6,The Constant Lovers,1
7614,-1,300,7,The Toyman's Daughter,1
7615,477,300,7,The Abbey,2
7616,1566,300,7,The Holly Bush,3
7617,9078,300,7,Brendan Ring's,4
7618,-1,300,8,Gregorian Chant,1
7619,-1,300,9,Through The Bitter Frost And Snow,1
7620,-1,300,9,Faux,2
7621,-1,300,10,Revolution Earth,1
7622,-1,300,11,Untitled Bird (hidden),1
7623,1714,301,1,Michael Gorman's,1
7624,-1,301,1,Paddy O'Keefe's,2
7625,593,301,2,The Rocky Road To Dublin,1
7626,-1,301,3,Undo,1
7627,-1,301,4,Planxty Kirsten,1
7628,-1,301,4,Kirsten McCarthy,2
7629,589,301,5,Julia Delaney,1
7630,197,301,5,The Star Of Munster,2
7631,728,301,6,Scatter The Mud,1
7632,42,301,6,The Gravel Walk,2
7633,391,301,6,The Bag Of Spuds,3
7634,1409,301,7,The Milliner's Daughter,1
7635,5324,301,7,Mairi's Wedding,2
7636,8718,301,7,The Day We Paid The Rent,3
7637,-1,301,8,Black-Eyed Gypsy,1
7638,10,301,9,The Butterfly,1
7639,27,301,9,Drowsy Maggie,2
7640,71,301,9,Morrison's,3
7641,332,301,10,The White Petticoat,1
7642,1447,301,10,Whelan's Fancy,2
7643,-1,301,11,Epiphany,1
7644,132,301,11,The Sailor's Return,2
7645,651,301,11,The Boys Of Bluehill,3
7646,566,301,12,The Jolly Beggarman,1
7647,562,301,13,The Crested Hens,1
7648,9989,301,14,The Black Nag,1
7649,-1,301,14,Hit The Bricks...,2
7650,3761,301,14,Saltarello,3
7651,442,301,15,The Flowers Of Red Hill,1
7652,229,301,15,Dowd's Favorite,2
7653,-1,301,16,Scarborough Faire,1
7654,575,302,1,The Reel Of Rio,1
7655,2197,302,1,All Round The Room,2
7656,2199,302,1,The Merry Thatcher,3
7657,1902,302,2,Muireann's,1
7658,980,302,3,The Humours Of Tullycrane,1
7659,44,302,4,The High,1
7660,1214,302,4,Robbie Hannon's,2
7661,2586,302,4,The Sunnyside,3
7662,4123,302,5,An Buachaill Caol Dubh,1
7663,7296,302,6,Molly From Langford,1
7664,3703,302,6,Argyll Lassies,2
7665,380,302,6,Jenny Dang The Weaver,3
7666,7388,302,6,Malfunction Junction,4
7667,2376,302,7,Brid Harper's,1
7668,1132,302,7,The Munster Lass,2
7669,1790,302,7,Scully Casey's,3
7670,2211,302,8,Once In A Blue Moose,1
7671,115,302,8,Over The Moor To Maggie,2
7672,2136,302,9,Allistrum's March 1,1
7673,2136,302,9,Allistrum's March 2,2
7674,7400,302,9,Johnny Loves Molly,3
7675,2465,302,10,The Singing Stream,1
7676,4524,302,10,Dowser's Favourite,2
7677,4515,302,10,Callan Bridge,3
7678,6623,302,11,An Buachaillin Ban,1
7679,2415,302,12,The Humours Of Derryloughan,1
7680,2599,302,12,Old Tipperary,2
7681,1499,302,13,The Old Bush,1
7682,1954,302,13,The Pretty Girls Of Mayo,2
7683,3038,302,13,The Tinker's,3
7684,3779,302,13,Miss McDonald,4
7685,303,303,1,Music In The Glen,1
7686,1748,303,1,The Humours Of Scarriff,2
7687,636,303,1,The Otter's Holt,3
7688,-1,303,2,Fionnghuala,1
7689,664,303,3,Rosie Finn's Favourite,1
7690,6298,303,3,Over The Water To Charlie,2
7691,52,303,3,The Kid On The Mountain,3
7692,33,303,4,Farewell To Erin,1
7693,-1,303,5,Tiochfaidh An Samhradh,1
7694,1872,303,6,Billy Bunker's,1
7695,1767,303,6,The Humours Of Loughrea,2
7696,883,303,6,The Laurel Tree,3
7697,1594,303,7,16 Come Next Sunday,1
7698,1359,303,8,"Old Hag, You Have Killed Me",1
7699,185,303,8,Dinny Delaney's,2
7700,71,303,8,Morrison's,3
7701,-1,303,9,Calum Sgaire,1
7702,588,303,10,The Kerry,1
7703,1437,303,10,The Ballintore Fancy,2
7704,-1,303,11,The Maid Of Coolmore,1
7705,1714,303,12,Michael Gorman's,1
7706,34,303,12,Cunla,2
7707,249,303,12,The Road To Lisdoonvarna,3
7708,1637,303,12,Molly Ban,4
7709,69,304,1,The Morning Dew,1
7710,1,304,1,Joe Cooley's Fancy,2
7711,1424,304,2,The Long Note,1
7712,1272,304,3,The College Groves,1
7713,858,304,4,The Wounded Hussar,1
7714,309,304,5,The Wicklow,1
7715,6623,304,6,The Dear Irish Boy,1
7716,70,304,7,Merrily Kiss The Quaker's Wife,1
7717,1759,304,7,The Gleanntan,2
7718,320,304,8,The Bank Of Ireland,1
7719,-1,304,8,Cawley's,2
7720,52,304,9,The Kid On The Mountain,1
7721,5737,304,10,O Store Of My Heart,1
7722,241,304,11,The Old Grey Goose,1
7723,94,304,12,The Poor Scholar,1
7724,411,304,12,The Heather Breeze,2
7725,1185,304,13,Sonny Broghan's Fancy,1
7726,830,304,13,Brian O'Lynn,2
7727,6554,304,14,John O'Dwyer Of The Glen,1
7728,-1,305,1,Sulphur Creek,1
7729,-1,305,1,Go Lie Down,2
7730,-1,305,1,Champagne Breakfast,3
7731,-1,305,1,Ray Couture,4
7732,-1,305,2,Cheerful James,1
7733,-1,305,2,Buttermilk Hill,2
7734,1073,305,3,Muriel's,1
7735,717,305,3,Sourgrass And Granite,2
7736,4647,305,3,Waiting For Emilie,3
7737,5439,305,4,The End Of Winter,1
7738,-1,305,4,The Silversmith,2
7739,-1,305,5,North Saskatchewan,1
7740,-1,305,6,The Apprentice,1
7741,-1,305,6,The Millwright's Daughter,2
7742,1079,305,7,Pierre's Right Arm,1
7743,-1,305,8,Benoit's Pool,1
7744,-1,305,8,The French River Bridge,2
7745,-1,305,9,Born Of A Summer's Day,1
7746,-1,305,10,Mulligan's Clog,1
7747,-1,305,10,The Red Braid,2
7748,-1,305,10,Iron Bob,3
7749,7925,305,11,C,1
7750,-1,305,11,Sandy Hook,2
7751,-1,305,12,Nightbirds,1
7752,-1,305,12,The Tenth Of April,2
7753,-1,305,12,The Boy Comes Home,3
7754,-1,305,13,Coming Home,1
7755,-1,305,14,My Father's Desk,1
7756,-1,305,15,The Hiccup Jig (or From Galway To Orkney),1
7757,-1,305,15,Burnt River,2
7758,-1,305,15,Leslie And Bibbs,3
7759,-1,305,15,Three Day Blow,4
7760,-1,305,15,Chasing Squirrels,5
7761,5999,306,1,Pay The Girl Her Fourpence,1
7762,336,306,1,The Piper's Despair,2
7763,-1,306,2,The Rakes Of Kirby,1
7764,-1,306,2,Bushmills,2
7765,-1,306,2,McAteer's Fancy,3
7766,-1,306,3,Cailin Deas Ag Cruite Na MBo,1
7767,1474,306,3,The Concert,2
7768,-1,306,4,John Walshe's,1
7769,5522,306,4,Killoran's,2
7770,542,306,4,Jimmy Doyle's,3
7771,-1,306,5,The Boys From The County Mayo (song),1
7772,397,306,6,The Trip To Sligo,1
7773,-1,306,6,Na Ceannabhain Bhaine,2
7774,864,306,6,The Cordal,3
7775,4507,306,7,The Morning Mist,1
7776,-1,306,8,The Piper's Rest,1
7777,-1,306,9,Dan Herlihy's Slides,1
